"Program","Year","State","Domain.Category","APPLICATIONS, MEASURED IN LB","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","APPLICATIONS, MEASURED IN NUMBER, AVG","TREATED, MEASURED IN PCT OF AREA BEARING, AVG","Herbicide.ID","Acute Toxic","Corrosive","Environmental Hazard","Flammable","Health Hazard","Irritant","Additional.Info"
"SURVEY",2006,"OREGON","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","PENDIMETHALIN = 108501"," (D)"," (D)"," (D)"," (D)"," (D)",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","SIMAZINE = 80807"," (D)"," (D)"," (D)"," (D)"," (D)",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","SULFENTRAZONE = 129081","800","0.297","0.34","1.1","75",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","TERBACIL = 12701"," (D)"," (D)"," (D)"," (D)"," (D)",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","TOTAL","3,300",NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2006,"WASHINGTON","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"WASHINGTON","CLOPYRALID = 117403"," (D)"," (D)"," (D)"," (D)"," (D)",117403,0,1,0,0,0,0,"H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]"
"SURVEY",2006,"WASHINGTON","DCPA = 78701"," (D)"," (D)"," (D)"," (D)"," (D)",78701,1,0,1,1,1,1,"Not Classified

Reported as not meeting GHS hazard criteria by 455 of 468 companies (only 2.8% companies provided GHS information). For more detailed information, please visit ECHA C&L website."
"SURVEY",2006,"WASHINGTON","NAPROPAMIDE = 103001","200","1.915","1.915","1","9",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"WASHINGTON","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"WASHINGTON","PENDIMETHALIN = 108501"," (D)"," (D)"," (D)"," (D)"," (D)",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"WASHINGTON","SETHOXYDIM = 121001"," (D)"," (D)"," (D)"," (D)"," (D)",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"WASHINGTON","SIMAZINE = 80807"," (D)"," (D)"," (D)"," (D)"," (D)",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"WASHINGTON","SULFENTRAZONE = 129081","200","0.215","0.22","1","71",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"WASHINGTON","TERBACIL = 12701"," (D)"," (D)"," (D)"," (D)"," (D)",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"WASHINGTON","TOTAL","700",NA,NA,NA,"88",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2010,"CALIFORNIA","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"CALIFORNIA","CYCLOHEXENE = 79701"," (D)"," (D)"," (D)"," (D)"," (D)",79701,1,0,1,1,1,1,"H225 (100%): Highly Flammable liquid and vapor [Danger Flammable liquids]

H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]

H304 (95.2%): May be fatal if swallowed and enters airways [Danger Aspiration hazard]

H311 (39.4%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H411 (57.7%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"CALIFORNIA","FLUMIOXAZIN = 129034","200","0.058","0.069","1.2","8",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"CALIFORNIA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"CALIFORNIA","NAPROPAMIDE = 103001","3,400","1.8","1.961","1.1","5",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"CALIFORNIA","OXYFLUORFEN = 111601","400","0.294","0.347","1.2","3",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"CALIFORNIA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"CALIFORNIA","TOTAL","4,300",NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2010,"FLORIDA","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"FLORIDA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"FLORIDA","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"FLORIDA","OXYFLUORFEN = 111601"," (D)"," (D)"," (D)"," (D)"," (D)",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"FLORIDA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"FLORIDA","TOTAL"," (D)",NA,NA,NA," (D)",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2010,"OREGON","CLETHODIM = 121011","100","0.091","0.107","1.2","40",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","CLOPYRALID MONO SALT = 117401"," (D)"," (D)"," (D)"," (D)"," (D)",117401,0,0,1,0,0,1,"H317 (96.1%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H400 (96.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (96.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","GLYPHOSATE POT. SALT = 103613"," (D)"," (D)"," (D)"," (D)"," (D)",103613,0,0,1,0,0,0,"H411 (100%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","PENDIMETHALIN = 108501"," (D)"," (D)"," (D)"," (D)"," (D)",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","SETHOXYDIM = 121001"," (D)"," (D)"," (D)"," (D)"," (D)",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","SIMAZINE = 80807","300","1.067","1.138","1.1","13",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","SULFENTRAZONE = 129081","400","0.239","0.286","1.2","59",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"OREGON","TOTAL","2,200",NA,NA,NA,"79",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2010,"WASHINGTON","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","CLOPYRALID MONO SALT = 117401"," (D)"," (D)"," (D)"," (D)"," (D)",117401,0,0,1,0,0,1,"H317 (96.1%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H400 (96.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (96.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","FLUAZIFOP-P-BUTYL = 122809"," (D)"," (D)"," (D)"," (D)"," (D)",122809,0,0,1,0,1,0,"H361d ***: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","NAPROPAMIDE = 103001","1,600","2.122","4.004","1.9","26",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","ORYZALIN = 104201"," (D)"," (D)"," (D)"," (D)"," (D)",104201,0,0,1,0,0,1,"H317 (96.1%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H400 (96.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (96.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","PENDIMETHALIN = 108501"," (D)"," (D)"," (D)"," (D)"," (D)",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","SETHOXYDIM = 121001"," (D)"," (D)"," (D)"," (D)"," (D)",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","SIMAZINE = 80807","600","0.977","1.065","1.1","37",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","SULFENTRAZONE = 129081","200","0.214","0.242","1.1","66",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2010,"WASHINGTON","TOTAL"," (D)",NA,NA,NA," (D)",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2014,"CALIFORNIA","CARFENTRAZONE-ETHYL = 128712"," (D)"," (D)"," (D)"," (D)"," (D)",128712,0,0,1,0,0,0,"H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"CALIFORNIA","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"CALIFORNIA","OXYFLUORFEN = 111601"," (D)"," (D)"," (D)"," (D)"," (D)",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"CALIFORNIA","TOTAL"," (D)",NA,NA,NA," (D)",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2014,"FLORIDA","CARFENTRAZONE-ETHYL = 128712"," (D)"," (D)"," (D)"," (D)"," (D)",128712,0,0,1,0,0,0,"H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"FLORIDA","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"FLORIDA","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"FLORIDA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"FLORIDA","TOTAL"," (D)",NA,NA,NA," (D)",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2014,"OREGON","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"OREGON","CLOPYRALID MONO SALT = 117401"," (D)"," (D)"," (D)"," (D)"," (D)",117401,0,0,1,0,0,1,"H317 (96.1%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H400 (96.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (96.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"OREGON","FLUMIOXAZIN = 129034","100","0.096","0.096","1","54",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"OREGON","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"OREGON","PENDIMETHALIN = 108501"," (D)"," (D)"," (D)"," (D)"," (D)",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"OREGON","SIMAZINE = 80807"," (D)"," (D)"," (D)"," (D)"," (D)",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"OREGON","SULFENTRAZONE = 129081"," (D)"," (D)"," (D)"," (D)"," (D)",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"OREGON","TERBACIL = 12701"," (D)"," (D)"," (D)"," (D)"," (D)",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"OREGON","TOTAL","1,300",NA,NA,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2014,"WASHINGTON","CLOPYRALID MONO SALT = 117401"," (D)"," (D)"," (D)"," (D)"," (D)",117401,0,0,1,0,0,1,"H317 (96.1%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H400 (96.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (96.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"WASHINGTON","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
