"Program","Year","State","State.ANSI","Data.Item","Domain","Domain.Category","Value","CV...."
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","1.55",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","1.2",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","2.6",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)","2",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(VINCLOZOLIN = 113201)","1.5",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(2,4-D = 30001)","1",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","1.1",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","1.3",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(TERBACIL = 12701)","1.3",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(AZINPHOS-METHYL = 58001)","1.1",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CHLORPYRIFOS = 59101)","1.6",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","1.1",""
"SURVEY",1996,"NEW YORK",36,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","1.4",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","6",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","31",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)","4",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TOTAL)","55",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(VINCLOZOLIN = 113201)","33",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(2,4-D = 30001)","21",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","56",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","13",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(TERBACIL = 12701)","33",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(TOTAL)","86",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(AZINPHOS-METHYL = 58001)","8",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CHLORPYRIFOS = 59101)","22",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","29",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","15",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(TOTAL)","67",""
"SURVEY",1996,"NEW YORK",36,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(TOTAL)","1",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","400",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","5,700",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(TOTAL)","6,600",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","1,100",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","100",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(TOTAL)","2,800",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)","1,200",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(DICOFOL = 10501)","200",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","200",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","600",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(TOTAL)","3,100",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(CHLOROPICRIN = 81501)","27,500",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(METHYL BROMIDE = 53201)","192,600",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(TOTAL)","220,100",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","0.28",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","1.72",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","2.83",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","0.22",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)","1.1",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(DICOFOL = 10501)","0.82",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","0.79",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","0.91",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(CHLOROPICRIN = 81501)","59.23",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(METHYL BROMIDE = 53201)","158.45",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","0.66",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","4.92",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","3.07",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","0.24",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)","1.97",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(DICOFOL = 10501)","0.91",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","0.92",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","1.58",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(CHLOROPICRIN = 81501)","59.23",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(METHYL BROMIDE = 53201)","158.45",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","2.4",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","2.9",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","1.1",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","1.1",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)","1.8",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(DICOFOL = 10501)","1.1",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","1.2",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","1.7",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(CHLOROPICRIN = 81501)","1",""
"SURVEY",1996,"NORTH CAROLINA",37,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(METHYL BROMIDE = 53201)","1",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","26",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","49",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TOTAL)","57",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","15",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","18",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(TOTAL)","36",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)","26",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(DICOFOL = 10501)","9",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","11",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","17",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(TOTAL)","46",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(CHLOROPICRIN = 81501)","19",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METHYL BROMIDE = 53201)","51",""
"SURVEY",1996,"NORTH CAROLINA",37,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(TOTAL)","51",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","300",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","7,800",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)","13,300",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)","2,400",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(METALAXYL = 113501)","1,400",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(THIRAM = 79801)","10,100",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(TOTAL)","41,100",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(VINCLOZOLIN = 113201)","4,600",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","7,500",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","100",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(SIMAZINE = 80807)","3,300",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(TOTAL)","11,400",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(AZINPHOS-METHYL = 58001)","1,100",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(CARBOFURAN = 90601)","1,400",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(CHLORPYRIFOS = 59101)","900",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","1,600",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(FENBUTATIN-OXIDE = 104601)","500",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(TOTAL)","7,500",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(METALDEHYDE = 53001)","800",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(TOTAL)","800",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","0.47",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","2.36",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)","3.02",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)","0.93",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(METALAXYL = 113501)","0.66",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)","2.29",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(VINCLOZOLIN = 113201)","0.8",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","2.66",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","0.31",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(SIMAZINE = 80807)","1.06",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(AZINPHOS-METHYL = 58001)","0.48",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(CARBOFURAN = 90601)","1.96",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(CHLORPYRIFOS = 59101)","1.05",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","0.98",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(FENBUTATIN-OXIDE = 104601)","0.89",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(METALDEHYDE = 53001)","0.64",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","0.59",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","3.19",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)","4.42",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)","1.34",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(METALAXYL = 113501)","0.88",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)","3.42",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(VINCLOZOLIN = 113201)","1.26",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","2.95",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","0.31",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(SIMAZINE = 80807)","1.12",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(AZINPHOS-METHYL = 58001)","0.55",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(CARBOFURAN = 90601)","1.96",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(CHLORPYRIFOS = 59101)","1.05",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","0.99",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(FENBUTATIN-OXIDE = 104601)","1.21",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","(METALDEHYDE = 53001)","0.91",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","1.3",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","1.3",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)","1.5",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)","1.4",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(METALAXYL = 113501)","1.3",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)","1.5",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","(VINCLOZOLIN = 113201)","1.6",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(NAPROPAMIDE = 103001)","1.1",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(SETHOXYDIM = 121001)","1",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","(SIMAZINE = 80807)","1.1",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(AZINPHOS-METHYL = 58001)","1.1",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CARBOFURAN = 90601)","1",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CHLORPYRIFOS = 59101)","1",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(ENDOSULFAN = 79401)","1",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(FENBUTATIN-OXIDE = 104601)","1.4",""
"SURVEY",1996,"OREGON",41,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(METALDEHYDE = 53001)","1.4",""
"SURVEY",1996,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BENOMYL = 99101)","9",""
"SURVEY",1996,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","40",""
"SURVEY",1996,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)","49",""
"SURVEY",1996,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)","29",""
"SURVEY",1996,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(METALAXYL = 113501)","26",""
"SURVEY",1996,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)","48",""
"SURVEY",1996,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TOTAL)","87",""
"SURVEY",1996,"OREGON",41,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(VINCLOZOLIN = 113201)","59",""
